demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_wieight,tipoies,region,nombreies,nombrecarrera,jornada,ingreso_directo
0,0.0,I430S30C292J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,DISEÑO Y PRODUCCION GRAFICA,Diurno,1
0,0.0,I430S30C330J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,GASTRONOMIA,Vespertino,1
0,0.0,I430S30C332J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Diurno,1
0,0.0,I430S30C332J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Vespertino,1
0,0.0,I430S30C335J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,TECNICO FINANCIERO,Diurno,1
0,0.0,I430S30C335J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,TECNICO FINANCIERO,Vespertino,1
0,0.0,I430S30C39J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,TECNICO EN ENFERMERIA,Diurno,1
0,0.0,I430S30C61J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,TOPOGRAFIA,Diurno,1
0,0.0,I430S30C97J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,FABRICACION Y MONTAJE INDUSTRIAL,Vespertino,1
0,0.0,I430S33C149J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL MAULE,CFT INACAP,TECNICO EN CONSTRUCCION,Diurno,1
0,0.0,I430S33C149J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL MAULE,CFT INACAP,TECNICO EN CONSTRUCCION,Vespertino,1
0,0.0,I430S33C158J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL MAULE,CFT INACAP,REFRIGERACION,Vespertino,1
0,0.0,I430S33C292J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL MAULE,CFT INACAP,DISEÑO Y PRODUCCION GRAFICA,Diurno,1
0,0.0,I430S33C325J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL MAULE,CFT INACAP,TECNICO EN AUTOMATIZACION Y ROBOTICA,Diurno,1
0,0.0,I430S33C325J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL MAULE,CFT INACAP,TECNICO EN AUTOMATIZACION Y ROBOTICA,Vespertino,1
0,0.0,I430S33C34J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL MAULE,CFT INACAP,TECNICO EN MANTENIMIENTO INDUSTRIAL,Vespertino,1
0,0.0,I430S36C151J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT INACAP,CLIMATIZACION,Diurno,1
0,0.0,I430S36C151J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT INACAP,CLIMATIZACION,Vespertino,1
0,0.0,I430S36C158J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT INACAP,REFRIGERACION,Vespertino,1
0,0.0,I430S36C175J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT INACAP,"TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Vespertino,1
0,0.0,I430S36C321J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT INACAP,ELECTRONICA,Vespertino,1
0,0.0,I430S38C135J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA,Diurno,1
0,0.0,I430S38C135J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA,Vespertino,1
0,0.0,I430S38C316J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,ELECTROMECANICA,Diurno,1
0,0.0,I430S38C321J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,ELECTRONICA,Diurno,1
0,0.0,I430S38C45J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT INACAP,CONTABILIDAD GENERAL,Vespertino,1
0,0.0,I430S3C135J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA,Diurno,1
0,0.0,I430S3C149J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN CONSTRUCCION,Diurno,1
0,0.0,I430S3C201J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,ADMINISTRACION DE EMPRESAS,Diurno,1
0,0.0,I430S3C201J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,ADMINISTRACION DE EMPRESAS,Vespertino,1
0,0.0,I430S3C292J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,DISEÑO Y PRODUCCION GRAFICA,Diurno,1
0,0.0,I430S3C307J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN MINERIA,Diurno,1
0,0.0,I430S3C325J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN AUTOMATIZACION Y ROBOTICA,Diurno,1
0,0.0,I430S3C326J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Diurno,1
0,0.0,I430S3C326J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Vespertino,1
0,0.0,I430S3C330J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,GASTRONOMIA,Diurno,1
0,0.0,I430S3C330J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,GASTRONOMIA,Vespertino,1
0,0.0,I430S3C333J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN ENERGIAS RENOVABLES,Diurno,1
0,0.0,I430S3C333J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN ENERGIAS RENOVABLES,Vespertino,1
0,0.0,I430S3C334J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN MANTENIMIENTO DE PLANTAS MINERAS,Diurno,1
0,0.0,I430S3C334J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN MANTENIMIENTO DE PLANTAS MINERAS,Vespertino,1
0,0.0,I430S3C34J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN MANTENIMIENTO INDUSTRIAL,Diurno,1
0,0.0,I430S3C34J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN MANTENIMIENTO INDUSTRIAL,Vespertino,1
0,0.0,I430S3C42J1V3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,ANALISTA PROGRAMADOR,Diurno,1
0,0.0,I430S3C42J2V3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,ANALISTA PROGRAMADOR,Vespertino,1
0,0.0,I430S3C45J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,CONTABILIDAD GENERAL,Diurno,1
0,0.0,I430S3C67J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,TECNICO EN LOGISTICA,Vespertino,1
0,0.0,I430S3C78J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Diurno,1
0,0.0,I430S3C78J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE TARAPACA,CFT INACAP,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Vespertino,1
0,0.0,I430S4C280J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT INACAP,TURISMO,Diurno,1
0,0.0,I430S4C334J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT INACAP,TECNICO EN MANTENIMIENTO DE PLANTAS MINERAS,Diurno,1
0,0.0,I430S4C334J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT INACAP,TECNICO EN MANTENIMIENTO DE PLANTAS MINERAS,Vespertino,1
0,0.0,I430S4C42J2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT INACAP,ANALISTA PROGRAMADOR,Vespertino,1
0,0.0,I430S4C45J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ANTOFAGASTA,CFT INACAP,CONTABILIDAD GENERAL,Vespertino,1
0,0.0,I430S5C135J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA,Diurno,1
0,0.0,I430S5C201J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,ADMINISTRACION DE EMPRESAS,Diurno,1
0,0.0,I430S5C201J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,ADMINISTRACION DE EMPRESAS,Vespertino,1
0,0.0,I430S5C307J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,TECNICO EN MINERIA,Diurno,1
0,0.0,I430S5C316J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,ELECTROMECANICA,Diurno,1
0,0.0,I430S5C316J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,ELECTROMECANICA,Vespertino,1
0,0.0,I430S5C326J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Diurno,1
0,0.0,I430S5C330J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,GASTRONOMIA,Diurno,1
0,0.0,I430S5C39J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,TECNICO EN ENFERMERIA,Diurno,1
0,0.0,I430S5C42J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE ATACAMA,CFT INACAP,ANALISTA PROGRAMADOR,Diurno,1
0,0.0,I430S9C144J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN FARMACIA,Diurno,1
0,0.0,I430S9C144J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN FARMACIA,Vespertino,1
0,0.0,I430S9C170J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN ODONTOLOGIA,Diurno,1
0,0.0,I430S9C175J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,"TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Diurno,1
0,0.0,I430S9C201J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,ADMINISTRACION DE EMPRESAS,Diurno,1
0,0.0,I430S9C201J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,ADMINISTRACION DE EMPRESAS,Vespertino,1
0,0.0,I430S9C280J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TURISMO,Diurno,1
0,0.0,I430S9C292J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,DISEÑO Y PRODUCCION GRAFICA,Diurno,1
0,0.0,I430S9C2J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,COMERCIO EXTERIOR,Diurno,1
0,0.0,I430S9C321J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,ELECTRONICA,Diurno,1
0,0.0,I430S9C325J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN AUTOMATIZACION Y ROBOTICA,Diurno,1
0,0.0,I430S9C325J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN AUTOMATIZACION Y ROBOTICA,Vespertino,1
0,0.0,I430S9C326J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Diurno,1
0,0.0,I430S9C326J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Vespertino,1
0,0.0,I430S9C330J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,GASTRONOMIA,Diurno,1
0,0.0,I430S9C330J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,GASTRONOMIA,Vespertino,1
0,0.0,I430S9C332J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Diurno,1
0,0.0,I430S9C332J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Vespertino,1
0,0.0,I430S9C333J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN ENERGIAS RENOVABLES,Diurno,1
0,0.0,I430S9C333J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN ENERGIAS RENOVABLES,Vespertino,1
0,0.0,I430S9C335J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO FINANCIERO,Diurno,1
0,0.0,I430S9C335J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO FINANCIERO,Vespertino,1
0,0.0,I430S9C34J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN MANTENIMIENTO INDUSTRIAL,Diurno,1
0,0.0,I430S9C34J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN MANTENIMIENTO INDUSTRIAL,Vespertino,1
0,0.0,I430S9C39J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,TECNICO EN ENFERMERIA,Diurno,1
0,0.0,I430S9C42J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,ANALISTA PROGRAMADOR,Diurno,1
0,0.0,I430S9C42J2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,ANALISTA PROGRAMADOR,Vespertino,1
0,0.0,I430S9C45J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,CONTABILIDAD GENERAL,Diurno,1
0,0.0,I430S9C45J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,CONTABILIDAD GENERAL,Vespertino,1
0,0.0,I430S9C78J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Diurno,1
0,0.0,I430S9C78J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE VALPARAISO,CFT INACAP,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Vespertino,1
0,0.0,I435S1C100J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT DEL MEDIO AMBIENTE,TECNICO EN ENERGIAS RENOVABLES Y EFICIENCIA ENERGETICA,Diurno,1
0,0.0,I435S1C101J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT DEL MEDIO AMBIENTE,TECNICO EN PAISAJISMO SUSTENTABLE,Diurno,1
0,0.0,I435S1C101J2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT DEL MEDIO AMBIENTE,TECNICO EN PAISAJISMO SUSTENTABLE,Vespertino,1
0,0.0,I435S1C125J1V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT DEL MEDIO AMBIENTE,TECNICO EN CONSTRUCCION SUSTENTABLE,Diurno,1
0,0.0,I435S1C125J2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT DEL MEDIO AMBIENTE,TECNICO EN CONSTRUCCION SUSTENTABLE,Vespertino,1
0,0.0,I435S1C8J2V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION METROPOLITANA,CFT DEL MEDIO AMBIENTE,TECNICO EN SALUD Y TERAPIAS NATURALES,Vespertino,1
0,0.0,I450S1C1J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,ADMINISTRACION PUBLICA,Diurno,1
0,0.0,I450S1C1J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,ADMINISTRACION PUBLICA,Vespertino,1
0,0.0,I450S1C23J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,INSTRUMENTACION Y AUTOMATIZACION INDUSTRIAL,Diurno,1
0,0.0,I450S1C23J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,INSTRUMENTACION Y AUTOMATIZACION INDUSTRIAL,Vespertino,1
0,0.0,I450S1C2J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,MECANICA INDUSTRIAL,Diurno,1
0,0.0,I450S1C2J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,MECANICA INDUSTRIAL,Vespertino,1
0,0.0,I450S1C33J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,ADMINISTRACION DE EMPRESAS,Diurno,1
0,0.0,I450S1C33J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,ADMINISTRACION DE EMPRESAS,Vespertino,1
0,0.0,I450S1C34J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,COMPUTACION E INFORMATICA,Diurno,1
0,0.0,I450S1C34J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,COMPUTACION E INFORMATICA,Vespertino,1
0,0.0,I450S1C35J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,EDUCACION DE PARVULOS,Vespertino,1
0,0.0,I450S1C48J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION,Diurno,1
0,0.0,I450S1C48J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,CONSTRUCCION,Vespertino,1
0,0.0,I450S1C49J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,EDUCACION DE PARVULO,Diurno,1
0,0.0,I450S1C50J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,GESTION PORTUARIA Y PESQUERA,Diurno,1
0,0.0,I450S1C50J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,GESTION PORTUARIA Y PESQUERA,Vespertino,1
0,0.0,I450S1C54J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,EDUCACION DIFERENCIAL,Diurno,1
0,0.0,I450S1C54J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,EDUCACION DIFERENCIAL,Vespertino,1
0,0.0,I450S1C55J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,LOGISTICA,Vespertino,1
0,0.0,I450S1C56J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,TRABAJO SOCIAL,Diurno,1
0,0.0,I450S1C56J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,TRABAJO SOCIAL,Vespertino,1
0,0.0,I450S1C57J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,TURISMO Y GASTRONOMIA,Diurno,1
0,0.0,I450S1C57J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,TURISMO Y GASTRONOMIA,Vespertino,1
0,0.0,I450S1C64J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,ELECTRICIDAD INDUSTRIAL Y SISTEMAS ELECTRICOS,Diurno,1
0,0.0,I450S1C64J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,ELECTRICIDAD INDUSTRIAL Y SISTEMAS ELECTRICOS,Vespertino,1
0,0.0,I450S2C1J2V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DEL BIOBIO,CFT LOTA-ARAUCO,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION PUBLICA,Vespertino,1
0,0.0,I456S1C10J1V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Centros de Formación Técnica,REGION DE COQUIMBO,CFT CEDUC - UCN,MAQUINARIA PESADA,Diurno,1
