demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_weight
0,0,I20S1C206J4V1,0,0,0,0,0,0,0
0,0,I20S1C207J2V1,0,0,0,0,0,0,0
0,0,I20S1C207J4V1,0,0,0,0,0,0,0
0,0,I20S1C208J5V1,0,0,0,0,0,0,0
0,0,I20S1C210J1V1,0,0,0,0,0,0,0
0,0,I20S1C211J2V2,0,0,0,0,0,0,0
0,0,I20S1C221J1V1,0,0,0,0,0,0,0
0,0,I20S1C231J2V1,0,0,0,0,0,0,0
0,0,I20S1C238J1V1,0,0,0,0,0,0,0
0,0,I20S1C240J2V1,0,0,0,0,0,0,0
0,0,I20S1C250J2V2,0,0,0,0,0,0,0
0,0,I20S1C251J2V1,0,0,0,0,0,0,0
0,0,I20S1C254J2V1,0,0,0,0,0,0,0
0,0,I20S1C25J1V1,0,0,0,0,0,0,0
0,0,I20S1C26J2V1,0,0,0,0,0,0,0
0,0,I20S1C27J2V1,0,0,0,0,0,0,0
0,0,I20S1C27J2V2,0,0,0,0,0,0,0
0,0,I20S1C287J1V1,0,0,0,0,0,0,0
0,0,I20S1C307J1V1,0,0,0,0,0,0,0
0,0,I20S1C309J2V1,0,0,0,0,0,0,0
0,0,I20S1C310J2V1,0,0,0,0,0,0,0
0,0,I20S1C320J1V1,0,0,0,0,0,0,0
0,0,I20S1C322J1V1,0,0,0,0,0,0,0
0,0,I20S1C325J1V1,0,0,0,0,0,0,0
0,0,I20S1C326J1V1,0,0,0,0,0,0,0
0,0,I20S1C328J1V1,0,0,0,0,0,0,0
0,0,I20S1C330J1V1,0,0,0,0,0,0,0
0,0,I20S1C330J2V1,0,0,0,0,0,0,0
0,0,I20S1C336J1V1,0,0,0,0,0,0,0
0,0,I20S1C339J2V1,0,0,0,0,0,0,0
0,0,I20S1C343J1V2,0,0,0,0,0,0,0
0,0,I20S1C348J1V1,0,0,0,0,0,0,0
0,0,I20S1C352J2V1,0,0,0,0,0,0,0
0,0,I20S1C352J2V2,0,0,0,0,0,0,0
0,0,I20S1C364J1V1,0,0,0,0,0,0,0
0,0,I20S1C364J1V2,0,0,0,0,0,0,0
0,0,I20S1C372J1V1,0,0,0,0,0,0,0
0,0,I20S1C375J1V1,0,0,0,0,0,0,0
0,0,I20S1C380J1V1,0,0,0,0,0,0,0
0,0,I20S1C384J1V1,0,0,0,0,0,0,0
0,0,I20S1C386J1V1,0,0,0,0,0,0,0
0,0,I20S1C391J2V1,0,0,0,0,0,0,0
0,0,I20S1C391J4V1,0,0,0,0,0,0,0
0,0,I20S1C393J4V1,0,0,0,0,0,0,0
0,0,I20S1C396J4V1,0,0,0,0,0,0,0
0,0,I20S1C399J2V1,0,0,0,0,0,0,0
0,0,I20S1C399J4V1,0,0,0,0,0,0,0
0,0,I20S1C39J2V1,0,0,0,0,0,0,0
0,0,I20S1C3J2V1,0,0,0,0,0,0,0
0,0,I20S1C3J2V2,0,0,0,0,0,0,0
0,0,I20S1C3J4V4,0,0,0,0,0,0,0
0,0,I20S1C401J2V1,0,0,0,0,0,0,0
0,0,I20S1C409J2V1,0,0,0,0,0,0,0
0,0,I20S1C409J2V2,0,0,0,0,0,0,0
0,0,I20S1C409J4V1,0,0,0,0,0,0,0
0,0,I20S1C409J4V2,0,0,0,0,0,0,0
0,0,I20S1C413J2V1,0,0,0,0,0,0,0
0,0,I20S1C41J1V1,0,0,0,0,0,0,0
0,0,I20S1C42J1V2,0,0,0,0,0,0,0
0,0,I20S1C434J2V1,0,0,0,0,0,0,0
0,0,I20S1C439J4V1,0,0,0,0,0,0,0
0,0,I20S1C440J4V1,0,0,0,0,0,0,0
0,0,I20S1C442J4V2,0,0,0,0,0,0,0
0,0,I20S1C448J1V1,0,0,0,0,0,0,0
0,0,I20S1C453J1V1,0,0,0,0,0,0,0
0,0,I20S1C455J1V1,0,0,0,0,0,0,0
0,0,I20S1C456J1V1,0,0,0,0,0,0,0
0,0,I20S1C458J4V1,0,0,0,0,0,0,0
0,0,I20S1C460J1V1,0,0,0,0,0,0,0
0,0,I20S1C462J1V1,0,0,0,0,0,0,0
0,0,I20S1C472J2V1,0,0,0,0,0,0,0
0,0,I20S1C472J4V1,0,0,0,0,0,0,0
0,0,I20S1C473J2V1,0,0,0,0,0,0,0
0,0,I20S1C473J4V1,0,0,0,0,0,0,0
0,0,I20S1C474J2V1,0,0,0,0,0,0,0
0,0,I20S1C475J2V1,0,0,0,0,0,0,0
0,0,I20S1C476J2V1,0,0,0,0,0,0,0
0,0,I20S1C476J4V1,0,0,0,0,0,0,0
0,0,I20S1C477J2V1,0,0,0,0,0,0,0
0,0,I20S1C477J4V1,0,0,0,0,0,0,0
0,0,I20S1C478J1V1,0,0,0,0,0,0,0
0,0,I20S1C479J1V1,0,0,0,0,0,0,0
0,0,I20S1C47J2V1,0,0,0,0,0,0,0
0,0,I20S1C47J2V2,0,0,0,0,0,0,0
0,0,I20S1C47J4V1,0,0,0,0,0,0,0
0,0,I20S1C47J4V2,0,0,0,0,0,0,0
0,0,I20S1C480J1V2,0,0,0,0,0,0,0
0,0,I20S1C481J4V1,0,0,0,0,0,0,0
0,0,I20S1C482J2V1,0,0,0,0,0,0,0
0,0,I20S1C487J1V1,0,0,0,0,0,0,0
0,0,I20S1C492J1V1,0,0,0,0,0,0,0
0,0,I20S1C493J1V1,0,0,0,0,0,0,0
0,0,I20S1C495J2V1,0,0,0,0,0,0,0
0,0,I20S1C495J4V1,0,0,0,0,0,0,0
0,0,I20S1C496J1V1,0,0,0,0,0,0,0
0,0,I20S1C497J1V1,0,0,0,0,0,0,0
0,0,I20S1C499J2V1,0,0,0,0,0,0,0
0,0,I20S1C500J1V1,0,0,0,0,0,0,0
0,0,I20S1C502J1V1,0,0,0,0,0,0,0
0,0,I20S1C503J1V1,0,0,0,0,0,0,0
0,0,I20S1C504J1V1,0,0,0,0,0,0,0
0,0,I20S1C516J1V1,0,0,0,0,0,0,0
0,0,I20S1C517J1V1,0,0,0,0,0,0,0
0,0,I20S1C521J4V1,0,0,0,0,0,0,0
0,0,I20S1C522J4V1,0,0,0,0,0,0,0
0,0,I20S1C524J2V1,0,0,0,0,0,0,0
0,0,I20S1C525J4V1,0,0,0,0,0,0,0
0,0,I20S1C528J2V1,0,0,0,0,0,0,0
0,0,I20S1C529J1V1,0,0,0,0,0,0,0
0,0,I20S1C530J1V1,0,0,0,0,0,0,0
0,0,I20S1C531J2V1,0,0,0,0,0,0,0
0,0,I20S1C536J1V1,0,0,0,0,0,0,0
0,0,I20S1C537J1V1,0,0,0,0,0,0,0
0,0,I20S1C539J4V1,0,0,0,0,0,0,0
0,0,I20S1C540J2V1,0,0,0,0,0,0,0
0,0,I20S1C543J1V1,0,0,0,0,0,0,0
0,0,I20S1C544J1V1,0,0,0,0,0,0,0
0,0,I20S1C555J3V2,0,0,0,0,0,0,0
0,0,I20S1C565J1V1,0,0,0,0,0,0,0
0,0,I20S1C566J4V1,0,0,0,0,0,0,0
0,0,I20S1C570J4V1,0,0,0,0,0,0,0
0,0,I20S1C574J4V1,0,0,0,0,0,0,0
0,0,I20S1C575J4V1,0,0,0,0,0,0,0
0,0,I20S1C577J4V1,0,0,0,0,0,0,0
0,0,I20S1C578J4V1,0,0,0,0,0,0,0
0,0,I20S1C581J4V1,0,0,0,0,0,0,0
0,0,I20S1C582J4V1,0,0,0,0,0,0,0
0,0,I20S1C583J4V1,0,0,0,0,0,0,0
0,0,I20S1C584J1V1,0,0,0,0,0,0,0
0,0,I20S1C585J1V1,0,0,0,0,0,0,0
0,0,I20S1C586J4V1,0,0,0,0,0,0,0
0,0,I20S1C587J4V1,0,0,0,0,0,0,0
0,0,I20S1C588J4V1,0,0,0,0,0,0,0
0,0,I20S1C58J1V1,0,0,0,0,0,0,0
0,0,I20S1C590J4V1,0,0,0,0,0,0,0
0,0,I20S1C591J4V1,0,0,0,0,0,0,0
0,0,I20S1C592J4V1,0,0,0,0,0,0,0
0,0,I20S1C596J4V1,0,0,0,0,0,0,0
0,0,I20S1C597J2V1,0,0,0,0,0,0,0
0,0,I20S1C599J4V1,0,0,0,0,0,0,0
0,0,I20S1C600J4V1,0,0,0,0,0,0,0
0,0,I20S1C601J4V1,0,0,0,0,0,0,0
0,0,I20S1C603J4V1,0,0,0,0,0,0,0
0,0,I20S1C609J4V1,0,0,0,0,0,0,0
0,0,I20S1C613J4V1,0,0,0,0,0,0,0
0,0,I20S1C614J3V1,0,0,0,0,0,0,0
0,0,I20S1C615J1V1,0,0,0,0,0,0,0
0,0,I20S1C616J4V1,0,0,0,0,0,0,0
0,0,I20S1C617J4V1,0,0,0,0,0,0,0
0,0,I20S1C618J4V1,0,0,0,0,0,0,0
0,0,I20S1C622J4V1,0,0,0,0,0,0,0
0,0,I20S1C624J4V1,0,0,0,0,0,0,0
0,0,I20S1C628J4V1,0,0,0,0,0,0,0
0,0,I20S1C635J4V1,0,0,0,0,0,0,0
0,0,I20S1C636J4V1,0,0,0,0,0,0,0
0,0,I20S1C637J4V1,0,0,0,0,0,0,0
0,0,I20S1C638J4V1,0,0,0,0,0,0,0
0,0,I20S1C639J4V1,0,0,0,0,0,0,0
0,0,I20S1C640J4V1,0,0,0,0,0,0,0
0,0,I20S1C642J1V1,0,0,0,0,0,0,0
0,0,I20S1C644J4V1,0,0,0,0,0,0,0
0,0,I20S1C647J4V1,0,0,0,0,0,0,0
0,0,I20S1C650J2V1,0,0,0,0,0,0,0
0,0,I20S1C650J4V1,0,0,0,0,0,0,0
0,0,I20S1C651J2V1,0,0,0,0,0,0,0
0,0,I20S1C651J4V1,0,0,0,0,0,0,0
0,0,I20S1C652J2V1,0,0,0,0,0,0,0
0,0,I20S1C652J4V1,0,0,0,0,0,0,0
0,0,I20S1C653J2V1,0,0,0,0,0,0,0
0,0,I20S1C653J4V1,0,0,0,0,0,0,0
0,0,I20S1C654J2V1,0,0,0,0,0,0,0
0,0,I20S1C654J4V1,0,0,0,0,0,0,0
0,0,I20S1C661J4V1,0,0,0,0,0,0,0
0,0,I20S1C662J4V2,0,0,0,0,0,0,0
0,0,I20S1C672J4V1,0,0,0,0,0,0,0
0,0,I20S1C673J4V1,0,0,0,0,0,0,0
0,0,I20S1C675J4V1,0,0,0,0,0,0,0
0,0,I20S1C676J4V1,0,0,0,0,0,0,0
0,0,I20S1C679J4V1,0,0,0,0,0,0,0
0,0,I20S1C67J1V1,0,0,0,0,0,0,0
0,0,I20S1C67J2V1,0,0,0,0,0,0,0
0,0,I20S1C67J2V2,0,0,0,0,0,0,0
0,0,I20S1C680J4V1,0,0,0,0,0,0,0
0,0,I20S1C681J4V1,0,0,0,0,0,0,0
0,0,I20S1C682J4V1,0,0,0,0,0,0,0
0,0,I20S1C683J4V1,0,0,0,0,0,0,0
0,0,I20S1C684J4V1,0,0,0,0,0,0,0
0,0,I20S1C685J4V1,0,0,0,0,0,0,0
0,0,I20S1C686J4V1,0,0,0,0,0,0,0
0,0,I20S1C687J4V1,0,0,0,0,0,0,0
0,0,I20S1C688J4V1,0,0,0,0,0,0,0
0,0,I20S1C690J4V1,0,0,0,0,0,0,0
0,0,I20S1C691J4V1,0,0,0,0,0,0,0
0,0,I20S1C693J4V1,0,0,0,0,0,0,0
0,0,I20S1C694J4V1,0,0,0,0,0,0,0
0,0,I20S1C695J1V1,0,0,0,0,0,0,0
0,0,I20S1C696J4V1,0,0,0,0,0,0,0
0,0,I20S1C698J2V1,0,0,0,0,0,0,0
0,0,I20S1C6J2V1,0,0,0,0,0,0,0
0,0,I20S1C6J2V2,0,0,0,0,0,0,0
0,0,I20S1C6J2V3,0,0,0,0,0,0,0
0,0,I20S1C703J4V1,0,0,0,0,0,0,0
0,0,I20S1C704J2V1,0,0,0,0,0,0,0
0,0,I20S1C704J4V1,0,0,0,0,0,0,0
0,0,I20S1C707J2V1,0,0,0,0,0,0,0
0,0,I20S1C708J4V1,0,0,0,0,0,0,0
0,0,I20S1C70J2V1,0,0,0,0,0,0,0
0,0,I20S1C70J4V2,0,0,0,0,0,0,0
0,0,I20S1C71J2V1,0,0,0,0,0,0,0
0,0,I20S1C71J2V2,0,0,0,0,0,0,0
0,0,I20S1C71J2V3,0,0,0,0,0,0,0
0,0,I20S1C71J4V4,0,0,0,0,0,0,0
0,0,I20S1C7J2V1,0,0,0,0,0,0,0
0,0,I20S1C7J3V3,0,0,0,0,0,0,0
0,0,I20S1C82J2V1,0,0,0,0,0,0,0
0,0,I20S1C82J3V2,0,0,0,0,0,0,0
0,0,I20S1C86J1V1,0,0,0,0,0,0,0
0,0,I20S1C86J2V1,0,0,0,0,0,0,0
0,0,I20S1C86J2V2,0,0,0,0,0,0,0
0,0,I20S1C86J2V3,0,0,0,0,0,0,0
0,0,I20S1C87J1V1,0,0,0,0,0,0,0
0,0,I20S1C87J2V1,0,0,0,0,0,0,0
0,0,I20S1C8J4V2,0,0,0,0,0,0,0
0,0,I20S1C95J1V1,0,0,0,0,0,0,0
0,0,I20S1C95J2V1,0,0,0,0,0,0,0
0,0,I20S1C96J1V1,0,0,0,0,0,0,0
0,0,I20S1C97J1V1,0,0,0,0,0,0,0
0,0,I20S1C99J1V1,0,0,0,0,0,0,0
0,0,I20S1C9J1V1,0,0,0,0,0,0,0
0,0,I20S2C18J1V1,0,0,0,0,0,0,0
0,0,I20S2C19J1V1,0,0,0,0,0,0,0
0,0,I20S2C228J1V1,0,0,0,0,0,0,0
0,0,I20S2C229J1V1,0,0,0,0,0,0,0
0,0,I20S2C245J1V1,0,0,0,0,0,0,0
0,0,I20S2C27J1V1,0,0,0,0,0,0,0
0,0,I20S2C332J1V1,0,0,0,0,0,0,0
0,0,I20S2C343J4V1,0,0,0,0,0,0,0
0,0,I20S2C346J1V1,0,0,0,0,0,0,0
0,0,I20S2C34J1V1,0,0,0,0,0,0,0
0,0,I20S2C385J1V1,0,0,0,0,0,0,0
0,0,I20S2C43J1V1,0,0,0,0,0,0,0
0,0,I20S2C451J1V1,0,0,0,0,0,0,0
0,0,I20S2C460J4V1,0,0,0,0,0,0,0
0,0,I20S2C498J2V1,0,0,0,0,0,0,0
0,0,I20S2C518J1V1,0,0,0,0,0,0,0
0,0,I20S2C567J2V1,0,0,0,0,0,0,0
0,0,I20S2C569J1V1,0,0,0,0,0,0,0
0,0,I20S2C571J2V1,0,0,0,0,0,0,0
0,0,I20S2C593J4V1,0,0,0,0,0,0,0
0,0,I20S2C594J2V1,0,0,0,0,0,0,0
0,0,I20S2C598J4V1,0,0,0,0,0,0,0
0,0,I20S2C5J1V1,0,0,0,0,0,0,0
0,0,I20S2C608J4V1,0,0,0,0,0,0,0
0,0,I20S2C610J4V1,0,0,0,0,0,0,0
0,0,I20S2C619J1V1,0,0,0,0,0,0,0
0,0,I20S2C625J2V1,0,0,0,0,0,0,0
0,0,I20S2C630J1V1,0,0,0,0,0,0,0
0,0,I20S2C631J4V1,0,0,0,0,0,0,0
0,0,I20S2C643J1V1,0,0,0,0,0,0,0
0,0,I20S2C646J1V1,0,0,0,0,0,0,0
0,0,I20S2C649J2V1,0,0,0,0,0,0,0
0,0,I20S2C655J4V1,0,0,0,0,0,0,0
0,0,I20S2C66J1V1,0,0,0,0,0,0,0
0,0,I20S2C674J4V1,0,0,0,0,0,0,0
0,0,I20S2C677J4V1,0,0,0,0,0,0,0
0,0,I20S2C678J4V1,0,0,0,0,0,0,0
0,0,I20S2C689J4V1,0,0,0,0,0,0,0
0,0,I20S2C692J4V1,0,0,0,0,0,0,0
0,0,I20S2C697J4V1,0,0,0,0,0,0,0
0,0,I20S2C700J2V1,0,0,0,0,0,0,0
0,0,I20S2C701J4V1,0,0,0,0,0,0,0
0,0,I20S2C702J4V1,0,0,0,0,0,0,0
0,0,I20S2C705J4V1,0,0,0,0,0,0,0
0,0,I20S2C706J4V1,0,0,0,0,0,0,0
0,0,I20S2C7J1V1,0,0,0,0,0,0,0
0,0,I20S3C107J1V1,0,0,0,0,0,0,0
0,0,I20S3C110J2V1,0,0,0,0,0,0,0
0,0,I20S3C115J2V1,0,0,0,0,0,0,0
0,0,I20S3C115J2V2,0,0,0,0,0,0,0
0,0,I20S3C12J2V1,0,0,0,0,0,0,0
0,0,I20S3C12J2V2,0,0,0,0,0,0,0
0,0,I20S3C17J1V1,0,0,0,0,0,0,0
0,0,I20S3C18J1V1,0,0,0,0,0,0,0
0,0,I20S3C19J1V1,0,0,0,0,0,0,0
0,0,I20S3C19J2V1,0,0,0,0,0,0,0
0,0,I20S3C1J2V1,0,0,0,0,0,0,0
0,0,I20S3C1J2V2,0,0,0,0,0,0,0
0,0,I20S3C1J2V3,0,0,0,0,0,0,0
0,0,I20S3C201J1V1,0,0,0,0,0,0,0
0,0,I20S3C205J2V1,0,0,0,0,0,0,0
0,0,I20S3C205J2V2,0,0,0,0,0,0,0
0,0,I20S3C206J2V1,0,0,0,0,0,0,0
0,0,I20S3C211J2V2,0,0,0,0,0,0,0
0,0,I20S3C221J1V1,0,0,0,0,0,0,0
0,0,I20S3C229J1V1,0,0,0,0,0,0,0
0,0,I20S3C238J1V1,0,0,0,0,0,0,0
0,0,I20S3C240J2V1,0,0,0,0,0,0,0
0,0,I20S3C245J1V1,0,0,0,0,0,0,0
0,0,I20S3C251J2V1,0,0,0,0,0,0,0
0,0,I20S3C26J2V1,0,0,0,0,0,0,0
0,0,I20S3C27J1V1,0,0,0,0,0,0,0
0,0,I20S3C290J1V1,0,0,0,0,0,0,0
0,0,I20S3C309J2V1,0,0,0,0,0,0,0
0,0,I20S3C309J2V2,0,0,0,0,0,0,0
0,0,I20S3C310J2V1,0,0,0,0,0,0,0
0,0,I20S3C327J1V1,0,0,0,0,0,0,0
0,0,I20S3C328J1V1,0,0,0,0,0,0,0
0,0,I20S3C329J1V1,0,0,0,0,0,0,0
0,0,I20S3C335J2V1,0,0,0,0,0,0,0
0,0,I20S3C336J1V1,0,0,0,0,0,0,0
0,0,I20S3C339J2V1,0,0,0,0,0,0,0
0,0,I20S3C346J1V1,0,0,0,0,0,0,0
0,0,I20S3C34J1V1,0,0,0,0,0,0,0
0,0,I20S3C352J2V1,0,0,0,0,0,0,0
0,0,I20S3C352J2V2,0,0,0,0,0,0,0
0,0,I20S3C35J1V1,0,0,0,0,0,0,0
0,0,I20S3C36J1V1,0,0,0,0,0,0,0
0,0,I20S3C399J2V1,0,0,0,0,0,0,0
0,0,I20S3C3J2V1,0,0,0,0,0,0,0
0,0,I20S3C401J2V1,0,0,0,0,0,0,0
0,0,I20S3C409J2V1,0,0,0,0,0,0,0
0,0,I20S3C429J2V1,0,0,0,0,0,0,0
0,0,I20S3C439J2V1,0,0,0,0,0,0,0
0,0,I20S3C474J2V1,0,0,0,0,0,0,0
0,0,I20S3C476J2V1,0,0,0,0,0,0,0
0,0,I20S3C47J2V1,0,0,0,0,0,0,0
0,0,I20S3C47J2V2,0,0,0,0,0,0,0
0,0,I20S3C489J1V1,0,0,0,0,0,0,0
0,0,I20S3C491J1V2,0,0,0,0,0,0,0
0,0,I20S3C495J2V1,0,0,0,0,0,0,0
0,0,I20S3C498J2V1,0,0,0,0,0,0,0
0,0,I20S3C499J2V1,0,0,0,0,0,0,0
0,0,I20S3C501J1V1,0,0,0,0,0,0,0
0,0,I20S3C502J1V1,0,0,0,0,0,0,0
0,0,I20S3C544J1V1,0,0,0,0,0,0,0
0,0,I20S3C555J3V2,0,0,0,0,0,0,0
0,0,I20S3C572J1V1,0,0,0,0,0,0,0
0,0,I20S3C585J1V1,0,0,0,0,0,0,0
0,0,I20S3C5J1V1,0,0,0,0,0,0,0
0,0,I20S3C625J2V1,0,0,0,0,0,0,0
0,0,I20S3C632J2V1,0,0,0,0,0,0,0
0,0,I20S3C634J1V1,0,0,0,0,0,0,0
0,0,I20S3C642J1V1,0,0,0,0,0,0,0
0,0,I20S3C650J2V1,0,0,0,0,0,0,0
0,0,I20S3C653J2V1,0,0,0,0,0,0,0
0,0,I20S3C66J1V1,0,0,0,0,0,0,0
0,0,I20S3C67J1V1,0,0,0,0,0,0,0
0,0,I20S3C699J1V1,0,0,0,0,0,0,0
0,0,I20S3C6J2V1,0,0,0,0,0,0,0
0,0,I20S3C6J2V2,0,0,0,0,0,0,0
0,0,I20S3C70J2V1,0,0,0,0,0,0,0
0,0,I20S3C71J2V1,0,0,0,0,0,0,0
0,0,I20S3C71J2V2,0,0,0,0,0,0,0
0,0,I20S3C71J2V3,0,0,0,0,0,0,0
0,0,I20S3C72J1V1,0,0,0,0,0,0,0
0,0,I20S3C7J1V1,0,0,0,0,0,0,0
0,0,I20S3C7J2V1,0,0,0,0,0,0,0
0,0,I20S3C7J3V3,0,0,0,0,0,0,0
0,0,I20S3C86J1V1,0,0,0,0,0,0,0
0,0,I20S3C86J2V1,0,0,0,0,0,0,0
0,0,I20S3C86J2V2,0,0,0,0,0,0,0
0,0,I20S3C86J2V3,0,0,0,0,0,0,0
0,0,I20S3C9J1V1,0,0,0,0,0,0,0
0,0,I20S4C111J1V1,0,0,0,0,0,0,0
0,0,I20S4C111J1V2,0,0,0,0,0,0,0
0,0,I20S4C115J2V1,0,0,0,0,0,0,0
0,0,I20S4C115J2V2,0,0,0,0,0,0,0
0,0,I20S4C12J1V1,0,0,0,0,0,0,0
0,0,I20S4C12J2V1,0,0,0,0,0,0,0
0,0,I20S4C12J2V2,0,0,0,0,0,0,0
0,0,I20S4C18J1V1,0,0,0,0,0,0,0
0,0,I20S4C19J2V1,0,0,0,0,0,0,0
0,0,I20S4C1J2V1,0,0,0,0,0,0,0
0,0,I20S4C1J2V2,0,0,0,0,0,0,0
0,0,I20S4C205J2V1,0,0,0,0,0,0,0
0,0,I20S4C205J2V2,0,0,0,0,0,0,0
0,0,I20S4C206J2V1,0,0,0,0,0,0,0
0,0,I20S4C229J1V1,0,0,0,0,0,0,0
0,0,I20S4C245J1V1,0,0,0,0,0,0,0
0,0,I20S4C251J2V1,0,0,0,0,0,0,0
0,0,I20S4C268J1V1,0,0,0,0,0,0,0
0,0,I20S4C26J1V1,0,0,0,0,0,0,0
0,0,I20S4C27J2V1,0,0,0,0,0,0,0
0,0,I20S4C27J2V2,0,0,0,0,0,0,0
0,0,I20S4C281J2V1,0,0,0,0,0,0,0
0,0,I20S4C309J2V1,0,0,0,0,0,0,0
0,0,I20S4C309J2V2,0,0,0,0,0,0,0
0,0,I20S4C310J2V1,0,0,0,0,0,0,0
0,0,I20S4C328J1V1,0,0,0,0,0,0,0
0,0,I20S4C329J1V1,0,0,0,0,0,0,0
0,0,I20S4C335J2V1,0,0,0,0,0,0,0
0,0,I20S4C336J1V1,0,0,0,0,0,0,0
0,0,I20S4C351J1V1,0,0,0,0,0,0,0
0,0,I20S4C352J2V1,0,0,0,0,0,0,0
0,0,I20S4C352J2V2,0,0,0,0,0,0,0
0,0,I20S4C35J1V1,0,0,0,0,0,0,0
0,0,I20S4C362J1V1,0,0,0,0,0,0,0
0,0,I20S4C399J2V1,0,0,0,0,0,0,0
0,0,I20S4C3J1V1,0,0,0,0,0,0,0
0,0,I20S4C3J2V1,0,0,0,0,0,0,0
0,0,I20S4C409J2V1,0,0,0,0,0,0,0
0,0,I20S4C409J2V2,0,0,0,0,0,0,0
0,0,I20S4C425J2V1,0,0,0,0,0,0,0
0,0,I20S4C437J2V1,0,0,0,0,0,0,0
0,0,I20S4C439J2V1,0,0,0,0,0,0,0
0,0,I20S4C453J1V1,0,0,0,0,0,0,0
0,0,I20S4C472J2V1,0,0,0,0,0,0,0
0,0,I20S4C476J2V1,0,0,0,0,0,0,0
0,0,I20S4C477J3V1,0,0,0,0,0,0,0
0,0,I20S4C47J2V1,0,0,0,0,0,0,0
0,0,I20S4C47J2V2,0,0,0,0,0,0,0
0,0,I20S4C495J2V1,0,0,0,0,0,0,0
0,0,I20S4C498J2V1,0,0,0,0,0,0,0
0,0,I20S4C499J2V1,0,0,0,0,0,0,0
0,0,I20S4C500J1V1,0,0,0,0,0,0,0
0,0,I20S4C506J2V1,0,0,0,0,0,0,0
0,0,I20S4C513J1V1,0,0,0,0,0,0,0
0,0,I20S4C544J1V1,0,0,0,0,0,0,0
0,0,I20S4C546J1V1,0,0,0,0,0,0,0
0,0,I20S4C555J3V2,0,0,0,0,0,0,0
0,0,I20S4C568J1V1,0,0,0,0,0,0,0
0,0,I20S4C625J2V1,0,0,0,0,0,0,0
0,0,I20S4C650J2V1,0,0,0,0,0,0,0
0,0,I20S4C653J2V1,0,0,0,0,0,0,0
0,0,I20S4C66J1V1,0,0,0,0,0,0,0
0,0,I20S4C67J1V1,0,0,0,0,0,0,0
0,0,I20S4C67J1V2,0,0,0,0,0,0,0
0,0,I20S4C67J2V1,0,0,0,0,0,0,0
0,0,I20S4C67J2V2,0,0,0,0,0,0,0
0,0,I20S4C6J2V1,0,0,0,0,0,0,0
0,0,I20S4C6J2V2,0,0,0,0,0,0,0
0,0,I20S4C70J1V1,0,0,0,0,0,0,0
0,0,I20S4C70J2V1,0,0,0,0,0,0,0
0,0,I20S4C71J1V1,0,0,0,0,0,0,0
0,0,I20S4C71J2V1,0,0,0,0,0,0,0
0,0,I20S4C71J2V2,0,0,0,0,0,0,0
0,0,I20S4C71J2V3,0,0,0,0,0,0,0
0,0,I20S4C72J1V1,0,0,0,0,0,0,0
0,0,I20S4C7J1V1,0,0,0,0,0,0,0
0,0,I20S4C7J2V1,0,0,0,0,0,0,0
0,0,I20S4C7J3V3,0,0,0,0,0,0,0
0,0,I22S1C101J1V1,0,0,50,50,0,0,0
0,0,I22S1C107J1V1,0,0,50,50,0,0,0
0,0,I22S1C107J2V1,0,0,0,0,0,0,0
0,0,I22S1C108J1V1,0,0,0,0,0,0,0
0,0,I22S1C108J1V2,0,0,50,50,0,0,0
0,0,I22S1C109J1V1,0,0,50,50,0,0,0
0,0,I22S1C111J1V1,0,0,50,50,0,0,0
0,0,I22S1C11J1V1,0,0,0,0,0,0,0
0,0,I22S1C123J1V1,0,0,50,50,0,0,0
0,0,I22S1C124J1V1,0,0,50,50,0,0,0
0,0,I22S1C126J1V1,0,0,0,0,0,0,0
0,0,I22S1C15J1V1,0,0,0,0,0,0,0
0,0,I22S1C15J1V2,0,0,0,0,0,0,0
0,0,I22S1C15J1V3,0,0,50,50,0,0,0
0,0,I22S1C16J1V1,0,0,50,50,0,0,0
0,0,I22S1C16J2V1,0,0,50,50,0,0,0
0,0,I22S1C16J2V2,0,0,0,0,0,0,0
0,0,I22S1C17J1V1,0,0,50,50,0,0,0
0,0,I22S1C17J2V1,0,0,0,0,0,0,0
0,0,I22S1C18J1V1,0,0,50,50,0,0,0
0,0,I22S1C18J2V1,0,0,50,50,0,0,0
0,0,I22S1C1J1V1,0,0,0,0,0,0,0
0,0,I22S1C1J1V2,0,0,50,50,0,0,0
0,0,I22S1C1J2V1,0,0,0,0,0,0,0
0,0,I22S1C1J2V2,0,0,0,0,0,0,0
0,0,I22S1C1J2V3,0,0,50,50,0,0,0
0,0,I22S1C1J2V4,0,0,0,0,0,0,0
0,0,I22S1C1J2V5,0,0,0,0,0,0,0
0,0,I22S1C217J1V1,0,0,0,0,0,0,0
0,0,I22S1C258J1V1,0,0,0,0,0,0,0
0,0,I22S1C258J1V2,0,0,50,50,0,0,0
0,0,I22S1C259J1V1,0,0,0,0,0,0,0
0,0,I22S1C281J1V1,0,0,50,50,0,0,0
0,0,I22S1C282J1V1,0,0,50,50,0,0,0
0,0,I22S1C283J1V1,0,0,0,0,0,0,0
0,0,I22S1C283J1V2,0,0,50,50,0,0,0
0,0,I22S1C283J2V1,0,0,0,0,0,0,0
0,0,I22S1C283J2V2,0,0,0,0,0,0,0
0,0,I22S1C283J2V3,0,0,50,50,0,0,0
