unique_code,tipoies,region,nombreies,nombrecarrera
I54S19C47J1V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S19C47J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S19C47J2V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S19C48J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S19C48J2V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S19C51J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S19C51J4V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S19C68J2V1,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S19C68J2V2,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S19C68J2V3,Universidades,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S1C12J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TECNOLOGIA EN SONIDO
I54S1C151J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S1C162J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S1C162J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S1C162J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S1C162J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S1C2J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA CIVIL EN SONIDO Y ACUSTICA
I54S1C30J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN SONIDO
I54S1C30J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN SONIDO
I54S1C47J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S1C47J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S1C48J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S1C48J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S1C48J2V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S1C49J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRABAJO SOCIAL
I54S1C58J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PEDAGOGIA EN EDUCACION MEDIA MENCION ARTES MUSICALES
I54S1C58J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PEDAGOGIA EN EDUCACION MEDIA MENCION ARTES MUSICALES
I54S1C72J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES
I54S1C72J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES
I54S21C113J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PSICOPEDAGOGIA
I54S21C113J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PSICOPEDAGOGIA
I54S21C161J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS
I54S21C161J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS
I54S21C227J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S21C227J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S21C242J4V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,SISTEMA ESPECIAL DE TITULACION LICENCIATURA EN TRABAJO SOCIAL
I54S21C47J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S21C47J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S21C47J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S21C47J2V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S21C48J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S21C48J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S21C48J2V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S21C50J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING
I54S21C51J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S21C51J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S21C51J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S21C51J4V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S21C69J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,NUTRICION Y DIETETICA
I54S21C72J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES
I54S21C72J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES
I54S24C162J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S24C162J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S24C162J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S24C162J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S24C228J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRICA
I54S24C228J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRICA
I54S24C48J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S24C48J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S24C54J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL
I54S24C54J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL
I54S24C56J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ELECTRICIDAD MENCION PROYECTOS DE INSTALACIONES ELECTRICAS
I54S24C56J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ELECTRICIDAD MENCION PROYECTOS DE INSTALACIONES ELECTRICAS
I54S24C60J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRONICA
I54S24C60J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRONICA
I54S24C67J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN CONSTRUCCION
I54S24C67J1V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN CONSTRUCCION
I54S24C67J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN CONSTRUCCION
I54S24C67J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN CONSTRUCCION
I54S24C67J2V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN CONSTRUCCION
I54S25C113J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PSICOPEDAGOGIA
I54S25C113J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PSICOPEDAGOGIA
I54S25C151J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S25C151J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S25C151J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S25C151J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S25C151J2V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S25C161J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS
I54S25C161J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS
I54S25C227J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S25C227J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S25C47J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S25C47J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S25C47J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S25C47J2V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S25C48J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S25C48J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S25C48J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S25C51J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S25C51J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S25C51J4V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S25C68J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S25C68J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S25C68J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S25C68J2V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S25C72J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES
I54S25C72J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES
I54S25C72J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES
I54S26C113J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PSICOPEDAGOGIA
I54S26C151J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S26C151J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S26C151J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S26C151J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,CONTADOR AUDITOR
I54S26C227J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S26C227J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S26C242J4V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,SISTEMA ESPECIAL DE TITULACION LICENCIATURA EN TRABAJO SOCIAL
I54S26C47J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S26C47J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S26C48J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S26C48J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S26C49J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRABAJO SOCIAL
I54S26C51J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S26C51J4V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA COMERCIAL
I54S26C54J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL
I54S26C68J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S26C68J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S26C68J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S26C68J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION GESTION DE PERSONAS
I54S26C72J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRADUCCION INGLES-ESPAÑOL MENCION NEGOCIOS INTERNACIONALES
I54S2C113J1V1,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PSICOPEDAGOGIA
I54S2C227J2V1,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S2C242J4V1,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,SISTEMA ESPECIAL DE TITULACION LICENCIATURA EN TRABAJO SOCIAL
I54S2C47J2V2,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S2C48J1V2,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S2C48J2V1,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S2C48J2V2,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S2C49J1V1,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRABAJO SOCIAL
I54S2C49J1V2,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,TRABAJO SOCIAL
I54S2C54J2V1,Universidades,REGION DE ARICA Y PARINACOTA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL
I54S32C162J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S32C162J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S32C162J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S32C162J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA INDUSTRIAL
I54S32C223J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN CIBERSEGURIDAD
I54S32C227J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S32C227J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S32C228J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRICA
I54S32C228J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRICA
I54S32C229J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ELECTRONICA Y SISTEMAS INTELIGENTES
I54S32C229J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ELECTRONICA Y SISTEMAS INTELIGENTES
I54S32C31J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN BIOTECNOLOGIA
I54S32C47J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S32C47J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S32C47J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S32C47J2V3,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS
I54S32C48J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S32C48J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN INFORMATICA
I54S32C54J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL
I54S32C54J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL
I54S32C56J1V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ELECTRICIDAD MENCION PROYECTOS DE INSTALACIONES ELECTRICAS
I54S32C56J2V2,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ELECTRICIDAD MENCION PROYECTOS DE INSTALACIONES ELECTRICAS
I54S32C57J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ELECTRICIDAD MENCION POTENCIA
I54S32C57J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ELECTRICIDAD MENCION POTENCIA
I54S32C60J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRONICA
I54S32C60J2V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRONICA
I54S33C113J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PSICOPEDAGOGIA
I54S33C113J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,PSICOPEDAGOGIA
I54S33C161J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS MENCION MARKETING Y VENTAS
I54S33C227J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA EN ADMINISTRACION DE EMPRESAS
I54S33C228J2V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,INGENIERIA ELECTRICA
I54S33C242J4V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,SISTEMA ESPECIAL DE TITULACION LICENCIATURA EN TRABAJO SOCIAL
