demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_wieight
0,,I45S2C339J5V1,0,0,0,0,0,0,0
0,,I45S2C401J1V1,0,0,0,0,0,0,0
0,,I45S2C593J5V1,0,0,0,0,0,0,0
0,,I45S2C594J5V1,0,0,0,0,0,0,0
0,,I45S2C595J5V1,0,0,0,0,0,0,0
0,,I45S2C5J1V1,0,0,0,0,0,0,0
0,,I45S2C603J1V1,0,0,0,0,0,0,0
0,,I45S2C605J5V1,0,0,0,0,0,0,0
0,,I45S2C612J1V1,0,0,0,0,0,0,0
0,,I45S2C613J1V1,0,0,0,0,0,0,0
0,,I45S2C674J5V1,0,0,0,0,0,0,0
0,,I45S2C675J1V1,0,0,0,0,0,0,0
0,,I45S2C676J1V1,0,0,0,0,0,0,0
0,,I45S2C677J1V1,0,0,0,0,0,0,0
0,,I45S2C679J1V1,0,0,0,0,0,0,0
0,,I45S2C680J1V1,0,0,0,0,0,0,0
0,,I45S2C774J1V1,0,0,0,0,0,0,0
0,,I45S2C782J1V1,0,0,0,0,0,0,0
0,,I45S2C783J1V1,0,0,0,0,0,0,0
0,,I45S2C792J1V1,0,0,0,0,0,0,0
0,,I45S2C805J1V1,0,0,0,0,0,0,0
0,,I45S2C806J1V1,0,0,0,0,0,0,0
0,,I45S2C817J5V1,0,0,0,0,0,0,0
0,,I45S2C818J5V1,0,0,0,0,0,0,0
0,,I45S2C820J1V1,0,0,0,0,0,0,0
0,,I45S2C821J5V1,0,0,0,0,0,0,0
0,,I45S2C822J1V1,0,0,0,0,0,0,0
0,,I45S2C823J1V1,0,0,0,0,0,0,0
0,,I45S2C824J1V1,0,0,0,0,0,0,0
0,,I45S2C825J1V1,0,0,0,0,0,0,0
0,,I45S2C826J5V1,0,0,0,0,0,0,0
0,,I45S2C827J5V1,0,0,0,0,0,0,0
0,,I45S2C828J5V1,0,0,0,0,0,0,0
0,,I45S2C832J1V1,0,0,0,0,0,0,0
0,,I45S2C833J5V1,0,0,0,0,0,0,0
0,,I45S2C834J5V1,0,0,0,0,0,0,0
0,,I45S2C838J3V1,0,0,0,0,0,0,0
0,,I45S2C860J1V1,0,0,0,0,0,0,0
0,,I45S2C861J1V1,0,0,0,0,0,0,0
0,,I45S2C862J5V1,0,0,0,0,0,0,0
0,,I45S2C864J1V1,0,0,0,0,0,0,0
0,,I45S2C865J1V1,0,0,0,0,0,0,0
0,,I45S2C872J3V1,0,0,0,0,0,0,0
0,,I45S2C881J3V1,0,0,0,0,0,0,0
0,,I45S2C895J1V1,0,0,0,0,0,0,0
0,,I45S2C933J1V1,0,0,0,0,0,0,0
0,,I45S2C934J1V1,0,0,0,0,0,0,0
0,,I45S2C936J3V1,0,0,0,0,0,0,0
0,,I45S2C944J1V1,0,0,0,0,0,0,0
0,,I45S2C951J3V1,0,0,0,0,0,0,0
0,,I45S2C962J5V1,0,0,0,0,0,0,0
0,,I45S2C963J1V1,0,0,0,0,0,0,0
0,,I45S2C964J1V1,0,0,0,0,0,0,0
0,,I45S2C975J4V1,0,0,0,0,0,0,0
0,,I45S2C99J1V2,0,0,0,0,0,0,0
0,,I45S4C1007J4V1,0,0,0,0,0,0,0
0,,I45S4C1008J3V1,0,0,0,0,0,0,0
0,,I45S4C1009J4V1,0,0,0,0,0,0,0
0,,I45S4C1011J4V1,0,0,0,0,0,0,0
0,,I45S4C1012J4V1,0,0,0,0,0,0,0
0,,I45S4C1013J4V1,0,0,0,0,0,0,0
0,,I45S4C1014J4V1,0,0,0,0,0,0,0
0,,I45S4C1015J4V1,0,0,0,0,0,0,0
0,,I45S4C1016J4V1,0,0,0,0,0,0,0
0,,I45S4C1017J4V1,0,0,0,0,0,0,0
0,,I45S4C1018J4V1,0,0,0,0,0,0,0
0,,I45S4C1020J3V1,0,0,0,0,0,0,0
0,,I45S4C1021J4V1,0,0,0,0,0,0,0
0,,I45S4C1022J4V1,0,0,0,0,0,0,0
0,,I45S4C1023J3V1,0,0,0,0,0,0,0
0,,I45S4C1024J4V1,0,0,0,0,0,0,0
0,,I45S4C1025J4V1,0,0,0,0,0,0,0
0,,I45S4C1026J4V1,0,0,0,0,0,0,0
0,,I45S4C1027J4V1,0,0,0,0,0,0,0
0,,I45S4C1028J4V1,0,0,0,0,0,0,0
0,,I45S4C1029J4V1,0,0,0,0,0,0,0
0,,I45S4C1031J4V1,0,0,0,0,0,0,0
0,,I45S4C1032J4V1,0,0,0,0,0,0,0
0,,I45S4C1033J4V1,0,0,0,0,0,0,0
0,,I45S4C1034J4V1,0,0,0,0,0,0,0
0,,I45S4C1035J3V1,0,0,0,0,0,0,0
0,,I45S4C1036J4V1,0,0,0,0,0,0,0
0,,I45S4C1038J4V1,0,0,0,0,0,0,0
0,,I45S4C1039J4V1,0,0,0,0,0,0,0
0,,I45S4C1040J4V1,0,0,0,0,0,0,0
0,,I45S4C1041J4V1,0,0,0,0,0,0,0
0,,I45S4C1042J4V1,0,0,0,0,0,0,0
0,,I45S4C1043J4V1,0,0,0,0,0,0,0
0,,I45S4C1044J4V1,0,0,0,0,0,0,0
0,,I45S4C1045J4V1,0,0,0,0,0,0,0
0,,I45S4C1046J4V1,0,0,0,0,0,0,0
0,,I45S4C1047J4V1,0,0,0,0,0,0,0
0,,I45S4C1048J4V1,0,0,0,0,0,0,0
0,,I45S4C1049J4V1,0,0,0,0,0,0,0
0,,I45S4C1050J4V1,0,0,0,0,0,0,0
0,,I45S4C1051J3V1,0,0,0,0,0,0,0
0,,I45S4C1052J3V1,0,0,0,0,0,0,0
0,,I45S4C1053J4V1,0,0,0,0,0,0,0
0,,I45S4C1054J4V1,0,0,0,0,0,0,0
0,,I45S4C1055J1V1,0,0,0,0,0,0,0
0,,I45S4C1056J4V1,0,0,0,0,0,0,0
0,,I45S4C1057J4V1,0,0,0,0,0,0,0
0,,I45S4C1058J4V1,0,0,0,0,0,0,0
0,,I45S4C1059J4V1,0,0,0,0,0,0,0
0,,I45S4C1061J4V1,0,0,0,0,0,0,0
0,,I45S4C1062J4V1,0,0,0,0,0,0,0
0,,I45S4C1063J4V1,0,0,0,0,0,0,0
0,,I45S4C1064J3V1,0,0,0,0,0,0,0
0,,I45S4C1065J3V1,0,0,0,0,0,0,0
0,,I45S4C1066J4V1,0,0,0,0,0,0,0
0,,I45S4C1067J4V1,0,0,0,0,0,0,0
0,,I45S4C1068J4V1,0,0,0,0,0,0,0
0,,I45S4C1069J4V1,0,0,0,0,0,0,0
0,,I45S4C1070J4V1,0,0,0,0,0,0,0
0,,I45S4C1071J3V1,0,0,0,0,0,0,0
0,,I45S4C1072J4V1,0,0,0,0,0,0,0
0,,I45S4C1073J4V1,0,0,0,0,0,0,0
0,,I45S4C1074J3V1,0,0,0,0,0,0,0
0,,I45S4C1075J3V1,0,0,0,0,0,0,0
0,,I45S4C1076J3V1,0,0,0,0,0,0,0
0,,I45S4C1077J4V1,0,0,0,0,0,0,0
0,,I45S4C1078J1V1,0,0,0,0,0,0,0
0,,I45S4C1079J1V1,0,0,0,0,0,0,0
0,,I45S4C203J1V1,0,0,0,0,0,0,0
0,,I45S4C203J2V2,0,0,0,0,0,0,0
0,,I45S4C207J1V1,0,0,0,0,0,0,0
0,,I45S4C215J1V2,0,0,0,0,0,0,0
0,,I45S4C216J1V1,0,0,0,0,0,0,0
0,,I45S4C222J2V1,0,0,0,0,0,0,0
0,,I45S4C222J3V2,0,0,0,0,0,0,0
0,,I45S4C223J1V1,0,0,0,0,0,0,0
0,,I45S4C246J1V1,0,0,0,0,0,0,0
0,,I45S4C246J1V2,0,0,0,0,0,0,0
0,,I45S4C262J2V1,0,0,0,0,0,0,0
0,,I45S4C267J5V1,0,0,0,0,0,0,0
0,,I45S4C268J5V1,0,0,0,0,0,0,0
0,,I45S4C269J5V1,0,0,0,0,0,0,0
0,,I45S4C270J1V1,0,0,0,0,0,0,0
0,,I45S4C273J1V1,0,0,0,0,0,0,0
0,,I45S4C274J5V1,0,0,0,0,0,0,0
0,,I45S4C275J5V1,0,0,0,0,0,0,0
0,,I45S4C279J1V1,0,0,0,0,0,0,0
0,,I45S4C280J1V1,0,0,0,0,0,0,0
0,,I45S4C281J1V1,0,0,0,0,0,0,0
0,,I45S4C287J1V1,0,0,0,0,0,0,0
0,,I45S4C287J1V2,0,0,0,0,0,0,0
0,,I45S4C288J1V1,0,0,0,0,0,0,0
0,,I45S4C324J1V1,0,0,0,0,0,0,0
0,,I45S4C339J1V1,0,0,0,0,0,0,0
0,,I45S4C353J4V1,0,0,0,0,0,0,0
0,,I45S4C366J1V1,0,0,0,0,0,0,0
0,,I45S4C388J1V1,0,0,0,0,0,0,0
0,,I45S4C391J1V1,0,0,0,0,0,0,0
0,,I45S4C394J1V1,0,0,0,0,0,0,0
0,,I45S4C395J1V1,0,0,0,0,0,0,0
0,,I45S4C396J1V1,0,0,0,0,0,0,0
0,,I45S4C400J1V1,0,0,0,0,0,0,0
0,,I45S4C402J1V1,0,0,0,0,0,0,0
0,,I45S4C408J1V1,0,0,0,0,0,0,0
0,,I45S4C415J1V1,0,0,0,0,0,0,0
0,,I45S4C432J1V1,0,0,0,0,0,0,0
0,,I45S4C453J1V1,0,0,0,0,0,0,0
0,,I45S4C475J1V1,0,0,0,0,0,0,0
0,,I45S4C476J1V1,0,0,0,0,0,0,0
0,,I45S4C477J1V1,0,0,0,0,0,0,0
0,,I45S4C478J1V1,0,0,0,0,0,0,0
0,,I45S4C479J1V1,0,0,0,0,0,0,0
0,,I45S4C483J1V1,0,0,0,0,0,0,0
0,,I45S4C493J3V1,0,0,0,0,0,0,0
0,,I45S4C517J1V1,0,0,0,0,0,0,0
0,,I45S4C534J3V1,0,0,0,0,0,0,0
0,,I45S4C538J3V2,0,0,0,0,0,0,0
0,,I45S4C538J5V1,0,0,0,0,0,0,0
0,,I45S4C561J3V1,0,0,0,0,0,0,0
0,,I45S4C561J4V2,0,0,0,0,0,0,0
0,,I45S4C598J1V2,0,0,0,0,0,0,0
0,,I45S4C598J2V1,0,0,0,0,0,0,0
0,,I45S4C625J3V1,0,0,0,0,0,0,0
0,,I45S4C635J3V1,0,0,0,0,0,0,0
0,,I45S4C637J1V1,0,0,0,0,0,0,0
0,,I45S4C640J3V1,0,0,0,0,0,0,0
0,,I45S4C658J4V1,0,0,0,0,0,0,0
0,,I45S4C660J3V1,0,0,0,0,0,0,0
0,,I45S4C661J3V1,0,0,0,0,0,0,0
0,,I45S4C664J3V1,0,0,0,0,0,0,0
0,,I45S4C673J5V1,0,0,0,0,0,0,0
0,,I45S4C674J1V2,0,0,0,0,0,0,0
0,,I45S4C697J2V2,0,0,0,0,0,0,0
0,,I45S4C697J4V3,0,0,0,0,0,0,0
0,,I45S4C709J4V3,0,0,0,0,0,0,0
0,,I45S4C709J5V2,0,0,0,0,0,0,0
0,,I45S4C717J5V1,0,0,0,0,0,0,0
0,,I45S4C719J2V2,0,0,0,0,0,0,0
0,,I45S4C723J5V1,0,0,0,0,0,0,0
0,,I45S4C725J1V1,0,0,0,0,0,0,0
0,,I45S4C726J1V1,0,0,0,0,0,0,0
0,,I45S4C727J1V2,0,0,0,0,0,0,0
0,,I45S4C728J1V2,0,0,0,0,0,0,0
0,,I45S4C731J5V2,0,0,0,0,0,0,0
0,,I45S4C732J1V2,0,0,0,0,0,0,0
0,,I45S4C733J5V2,0,0,0,0,0,0,0
0,,I45S4C734J5V3,0,0,0,0,0,0,0
0,,I45S4C735J1V3,0,0,0,0,0,0,0
0,,I45S4C737J1V1,0,0,0,0,0,0,0
0,,I45S4C747J5V1,0,0,0,0,0,0,0
0,,I45S4C755J5V1,0,0,0,0,0,0,0
0,,I45S4C758J3V2,0,0,0,0,0,0,0
0,,I45S4C758J5V1,0,0,0,0,0,0,0
0,,I45S4C759J5V1,0,0,0,0,0,0,0
0,,I45S4C760J5V1,0,0,0,0,0,0,0
0,,I45S4C762J5V1,0,0,0,0,0,0,0
0,,I45S4C764J3V2,0,0,0,0,0,0,0
0,,I45S4C764J5V1,0,0,0,0,0,0,0
0,,I45S4C767J3V2,0,0,0,0,0,0,0
0,,I45S4C767J5V1,0,0,0,0,0,0,0
0,,I45S4C768J5V1,0,0,0,0,0,0,0
0,,I45S4C769J5V1,0,0,0,0,0,0,0
0,,I45S4C774J1V1,0,0,0,0,0,0,0
0,,I45S4C774J4V2,0,0,0,0,0,0,0
0,,I45S4C778J1V1,0,0,0,0,0,0,0
0,,I45S4C784J2V1,0,0,0,0,0,0,0
0,,I45S4C784J4V2,0,0,0,0,0,0,0
0,,I45S4C792J1V1,0,0,0,0,0,0,0
0,,I45S4C796J4V1,0,0,0,0,0,0,0
0,,I45S4C808J1V1,0,0,0,0,0,0,0
0,,I45S4C810J1V1,0,0,0,0,0,0,0
0,,I45S4C811J1V1,0,0,0,0,0,0,0
0,,I45S4C814J5V1,0,0,0,0,0,0,0
0,,I45S4C815J5V1,0,0,0,0,0,0,0
0,,I45S4C821J1V2,0,0,0,0,0,0,0
0,,I45S4C822J1V2,0,0,0,0,0,0,0
0,,I45S4C842J1V1,0,0,0,0,0,0,0
0,,I45S4C844J3V1,0,0,0,0,0,0,0
0,,I45S4C844J4V2,0,0,0,0,0,0,0
0,,I45S4C854J3V1,0,0,0,0,0,0,0
0,,I45S4C856J1V1,0,0,0,0,0,0,0
0,,I45S4C858J2V1,0,0,0,0,0,0,0
0,,I45S4C858J3V2,0,0,0,0,0,0,0
0,,I45S4C859J5V1,0,0,0,0,0,0,0
0,,I45S4C868J2V2,0,0,0,0,0,0,0
0,,I45S4C868J3V3,0,0,0,0,0,0,0
0,,I45S4C873J2V1,0,0,0,0,0,0,0
0,,I45S4C874J1V1,0,0,0,0,0,0,0
0,,I45S4C874J3V2,0,0,0,0,0,0,0
0,,I45S4C875J4V1,0,0,0,0,0,0,0
0,,I45S4C877J1V1,0,0,0,0,0,0,0
0,,I45S4C877J3V3,0,0,0,0,0,0,0
0,,I45S4C878J4V1,0,0,0,0,0,0,0
0,,I45S4C882J3V1,0,0,0,0,0,0,0
0,,I45S4C883J3V2,0,0,0,0,0,0,0
0,,I45S4C883J4V3,0,0,0,0,0,0,0
0,,I45S4C884J3V1,0,0,0,0,0,0,0
0,,I45S4C885J3V2,0,0,0,0,0,0,0
0,,I45S4C886J2V1,0,0,0,0,0,0,0
0,,I45S4C890J3V1,0,0,0,0,0,0,0
0,,I45S4C892J4V1,0,0,0,0,0,0,0
0,,I45S4C893J3V1,0,0,0,0,0,0,0
0,,I45S4C894J1V1,0,0,0,0,0,0,0
0,,I45S4C897J4V1,0,0,0,0,0,0,0
0,,I45S4C899J4V1,0,0,0,0,0,0,0
0,,I45S4C900J4V1,0,0,0,0,0,0,0
0,,I45S4C901J1V1,0,0,0,0,0,0,0
0,,I45S4C902J1V1,0,0,0,0,0,0,0
0,,I45S4C904J1V1,0,0,0,0,0,0,0
0,,I45S4C905J1V1,0,0,0,0,0,0,0
0,,I45S4C908J1V1,0,0,0,0,0,0,0
0,,I45S4C908J4V1,0,0,0,0,0,0,0
0,,I45S4C910J4V1,0,0,0,0,0,0,0
0,,I45S4C911J1V1,0,0,0,0,0,0,0
0,,I45S4C911J4V2,0,0,0,0,0,0,0
0,,I45S4C912J3V1,0,0,0,0,0,0,0
0,,I45S4C916J3V1,0,0,0,0,0,0,0
0,,I45S4C917J4V1,0,0,0,0,0,0,0
0,,I45S4C922J3V3,0,0,0,0,0,0,0
0,,I45S4C922J4V2,0,0,0,0,0,0,0
0,,I45S4C923J4V1,0,0,0,0,0,0,0
0,,I45S4C924J1V1,0,0,0,0,0,0,0
0,,I45S4C925J1V1,0,0,0,0,0,0,0
0,,I45S4C925J4V2,0,0,0,0,0,0,0
0,,I45S4C926J1V1,0,0,0,0,0,0,0
0,,I45S4C927J1V1,0,0,0,0,0,0,0
0,,I45S4C931J1V1,0,0,0,0,0,0,0
0,,I45S4C931J4V2,0,0,0,0,0,0,0
0,,I45S4C932J1V1,0,0,0,0,0,0,0
0,,I45S4C932J4V2,0,0,0,0,0,0,0
0,,I45S4C935J1V1,0,0,0,0,0,0,0
0,,I45S4C935J4V2,0,0,0,0,0,0,0
0,,I45S4C938J1V1,0,0,0,0,0,0,0
0,,I45S4C938J4V1,0,0,0,0,0,0,0
0,,I45S4C939J3V1,0,0,0,0,0,0,0
0,,I45S4C940J4V1,0,0,0,0,0,0,0
0,,I45S4C941J4V1,0,0,0,0,0,0,0
0,,I45S4C943J1V1,0,0,0,0,0,0,0
0,,I45S4C944J4V1,0,0,0,0,0,0,0
0,,I45S4C948J1V1,0,0,0,0,0,0,0
0,,I45S4C949J1V1,0,0,0,0,0,0,0
0,,I45S4C950J4V1,0,0,0,0,0,0,0
0,,I45S4C952J4V1,0,0,0,0,0,0,0
0,,I45S4C953J1V1,0,0,0,0,0,0,0
0,,I45S4C956J4V1,0,0,0,0,0,0,0
0,,I45S4C957J4V1,0,0,0,0,0,0,0
0,,I45S4C958J1V1,0,0,0,0,0,0,0
0,,I45S4C959J1V1,0,0,0,0,0,0,0
0,,I45S4C959J4V2,0,0,0,0,0,0,0
0,,I45S4C961J1V1,0,0,0,0,0,0,0
0,,I45S4C976J4V1,0,0,0,0,0,0,0
0,,I45S4C978J4V1,0,0,0,0,0,0,0
0,,I45S4C979J4V1,0,0,0,0,0,0,0
0,,I45S4C980J4V1,0,0,0,0,0,0,0
0,,I45S4C981J4V1,0,0,0,0,0,0,0
0,,I45S4C983J4V1,0,0,0,0,0,0,0
0,,I45S4C984J4V1,0,0,0,0,0,0,0
0,,I45S4C985J4V1,0,0,0,0,0,0,0
0,,I45S4C986J4V1,0,0,0,0,0,0,0
0,,I45S4C987J4V1,0,0,0,0,0,0,0
0,,I45S4C988J4V1,0,0,0,0,0,0,0
0,,I45S4C989J3V1,0,0,0,0,0,0,0
0,,I45S4C990J4V1,0,0,0,0,0,0,0
0,,I45S4C991J3V1,0,0,0,0,0,0,0
0,,I45S4C992J3V1,0,0,0,0,0,0,0
0,,I45S4C993J4V1,0,0,0,0,0,0,0
0,,I45S4C994J1V1,0,0,0,0,0,0,0
0,,I45S4C995J1V1,0,0,0,0,0,0,0
0,,I45S4C996J1V1,0,0,0,0,0,0,0
0,,I45S4C997J1V1,0,0,0,0,0,0,0
0,,I46S11C104J2V1,0,0,0,0,0,0,0
0,,I46S11C104J3V1,0,0,0,0,0,0,100
0,,I46S11C111J3V2,0,0,0,0,0,0,100
0,,I46S11C118J3V2,0,0,0,0,0,0,100
0,,I46S11C126J2V1,0,0,0,0,0,0,0
0,,I46S11C126J3V2,0,0,0,0,0,0,0
0,,I46S11C140J3V3,0,0,0,0,0,0,100
0,,I46S11C168J2V1,0,0,0,0,0,0,0
0,,I46S11C168J3V1,0,0,0,0,0,0,100
0,,I46S11C174J2V1,0,0,0,0,0,0,0
0,,I46S11C174J3V1,0,0,0,0,0,0,100
0,,I46S11C177J2V1,0,0,0,0,0,0,0
0,,I46S11C177J3V1,0,0,0,0,0,0,100
0,,I46S11C188J2V1,0,0,0,0,0,0,0
0,,I46S11C188J2V2,0,0,0,0,0,0,0
0,,I46S11C188J3V2,0,0,0,0,0,0,100
0,,I46S11C194J1V1,0,0,0,0,0,0,0
0,,I46S11C194J2V1,0,0,0,0,0,0,100
0,,I46S11C194J3V3,0,0,0,0,0,0,0
0,,I46S11C195J2V1,0,0,0,0,0,0,100
0,,I46S11C198J3V2,0,0,0,0,0,0,100
0,,I46S11C215J3V3,0,0,0,0,0,0,100
0,,I46S11C368J1V1,0,0,0,0,0,0,0
0,,I46S11C368J2V1,0,0,0,0,0,0,100
0,,I46S11C368J3V1,0,0,0,0,0,0,100
0,,I46S11C369J2V1,0,0,0,0,0,0,100
0,,I46S11C369J3V3,0,0,0,0,0,0,100
0,,I46S11C371J2V1,0,0,0,0,0,0,0
0,,I46S11C371J3V2,0,0,0,0,0,0,100
0,,I46S11C373J2V1,0,0,0,0,0,0,0
0,,I46S11C532J2V1,0,0,0,0,0,0,100
0,,I46S11C532J3V2,0,0,0,0,0,0,100
0,,I46S11C533J2V1,0,0,0,0,0,0,0
0,,I46S11C533J3V2,0,0,0,0,0,0,100
0,,I46S11C534J3V3,0,0,0,0,0,0,100
0,,I46S11C551J3V3,0,0,0,0,0,0,100
0,,I46S11C59J2V1,0,0,0,0,0,0,0
0,,I46S11C59J3V1,0,0,0,0,0,0,100
0,,I46S11C60J3V2,0,0,0,0,0,0,100
0,,I46S11C626J3V2,0,0,0,0,0,0,100
0,,I46S11C629J3V2,0,0,0,0,0,0,100
0,,I46S11C630J3V2,0,0,0,0,0,0,100
0,,I46S11C632J1V1,0,0,0,0,0,0,100
0,,I46S11C632J2V1,0,0,0,0,0,0,100
0,,I46S11C632J3V2,0,0,0,0,0,0,100
0,,I46S11C651J3V1,0,0,0,0,0,0,100
0,,I46S11C652J3V1,0,0,0,0,0,0,100
0,,I46S11C655J1V1,0,0,0,0,0,0,100
0,,I46S11C655J2V1,0,0,0,0,0,0,100
0,,I46S11C657J3V1,0,0,0,0,0,0,100
0,,I46S11C658J2V1,0,0,0,0,0,0,100
0,,I46S11C661J2V1,0,0,0,0,0,0,100
0,,I46S11C664J3V1,0,0,0,0,0,0,100
0,,I46S12C104J2V1,0,0,0,0,0,0,0
0,,I46S12C104J3V2,0,0,0,0,0,0,100
0,,I46S12C108J2V1,0,0,0,0,0,0,0
0,,I46S12C108J2V2,0,0,0,0,0,0,0
0,,I46S12C108J3V2,0,0,0,0,0,0,100
0,,I46S12C118J2V1,0,0,0,0,0,0,0
0,,I46S12C129J2V1,0,0,0,0,0,0,0
0,,I46S12C140J3V3,0,0,0,0,0,0,100
0,,I46S12C174J2V1,0,0,0,0,0,0,0
0,,I46S12C177J2V1,0,0,0,0,0,0,0
0,,I46S12C47J2V1,0,0,0,0,0,0,100
0,,I46S12C534J3V3,0,0,0,0,0,0,100
0,,I46S12C551J3V3,0,0,0,0,0,0,100
0,,I46S12C639J3V2,0,0,0,0,0,0,100
0,,I46S12C651J3V1,0,0,0,0,0,0,100
0,,I46S12C652J3V1,0,0,0,0,0,0,100
0,,I46S12C657J3V1,0,0,0,0,0,0,100
0,,I46S12C664J3V1,0,0,0,0,0,0,100
0,,I46S14C129J2V1,0,0,0,0,0,0,0
0,,I46S14C132J1V1,0,0,0,0,0,0,0
0,,I46S14C132J2V1,0,0,0,0,0,0,0
0,,I46S14C144J1V1,0,0,0,0,0,0,0
0,,I46S14C144J2V1,0,0,0,0,0,0,0
0,,I46S14C342J1V1,0,0,0,0,0,0,0
0,,I46S14C342J2V1,0,0,0,0,0,0,0
0,,I46S14C47J2V1,0,0,0,0,0,0,0
0,,I46S14C512J2V1,0,0,0,0,0,0,0
0,,I46S14C56J1V1,0,0,0,0,0,0,0
0,,I46S14C56J2V1,0,0,0,0,0,0,0
0,,I46S14C60J1V1,0,0,0,0,0,0,0
0,,I46S14C60J2V1,0,0,0,0,0,0,0
0,,I46S16C104J2V1,0,0,0,0,0,0,0
0,,I46S16C119J5V1,0,0,0,0,0,0,0
0,,I46S16C129J2V1,0,0,0,0,0,0,0
0,,I46S16C132J2V1,0,0,0,0,0,0,0
0,,I46S16C132J5V1,0,0,0,0,0,0,0
0,,I46S16C144J2V1,0,0,0,0,0,0,0
0,,I46S16C194J2V1,0,0,0,0,0,0,0
0,,I46S16C342J2V1,0,0,0,0,0,0,0
0,,I46S16C47J2V1,0,0,0,0,0,0,0
0,,I46S16C512J2V1,0,0,0,0,0,0,0
0,,I46S16C565J3V1,0,0,0,0,0,0,0
0,,I46S16C56J1V1,0,0,0,0,0,0,0
0,,I46S16C56J2V1,0,0,0,0,0,0,0
0,,I46S16C576J3V1,0,0,0,0,0,0,0
0,,I46S16C59J2V2,0,0,0,0,0,0,0
0,,I46S17C111J3V2,0,0,0,0,0,0,100
0,,I46S17C129J2V1,0,0,0,0,0,0,0
0,,I46S17C132J2V1,0,0,0,0,0,0,100
0,,I46S17C132J5V1,0,0,0,0,0,0,0
0,,I46S17C140J3V3,0,0,0,0,0,0,100
0,,I46S17C144J2V1,0,0,0,0,0,0,0
0,,I46S17C174J3V1,0,0,0,0,0,0,100
0,,I46S17C194J2V1,0,0,0,0,0,0,0
0,,I46S17C198J3V2,0,0,0,0,0,0,100
0,,I46S17C215J3V3,0,0,0,0,0,0,100
0,,I46S17C368J3V1,0,0,0,0,0,0,100
0,,I46S17C369J3V3,0,0,0,0,0,0,100
0,,I46S17C383J5V1,0,0,0,0,0,0,0
0,,I46S17C47J2V1,0,0,0,0,0,0,100
0,,I46S17C512J2V1,0,0,0,0,0,0,0
0,,I46S17C532J3V2,0,0,0,0,0,0,100
0,,I46S17C533J3V2,0,0,0,0,0,0,100
0,,I46S17C534J3V3,0,0,0,0,0,0,100
0,,I46S17C551J3V3,0,0,0,0,0,0,100
0,,I46S17C56J1V1,0,0,0,0,0,0,100
0,,I46S17C56J2V1,0,0,0,0,0,0,0
0,,I46S17C597J3V1,0,0,0,0,0,0,0
0,,I46S17C59J2V1,0,0,0,0,0,0,0
0,,I46S17C60J1V1,0,0,0,0,0,0,100
0,,I46S17C60J2V1,0,0,0,0,0,0,100
0,,I46S17C60J3V2,0,0,0,0,0,0,100
0,,I46S17C60J5V1,0,0,0,0,0,0,0
0,,I46S17C626J3V2,0,0,0,0,0,0,100
0,,I46S17C629J3V2,0,0,0,0,0,0,100
0,,I46S17C630J3V2,0,0,0,0,0,0,100
0,,I46S17C632J3V2,0,0,0,0,0,0,100
0,,I46S17C63J2V1,0,0,0,0,0,0,0
0,,I46S17C651J3V1,0,0,0,0,0,0,100
0,,I46S17C652J3V1,0,0,0,0,0,0,100
0,,I46S17C657J3V1,0,0,0,0,0,0,100
0,,I46S17C664J3V1,0,0,0,0,0,0,100
0,,I46S19C108J2V1,0,0,0,0,0,0,0
0,,I46S19C108J2V3,0,0,0,0,0,0,0
0,,I46S19C108J3V3,0,0,0,0,0,0,100
0,,I46S19C111J2V1,0,0,0,0,0,0,0
0,,I46S19C111J3V2,0,0,0,0,0,0,100
0,,I46S19C115J1V1,0,0,0,0,0,0,0
0,,I46S19C119J2V1,0,0,0,0,0,0,0
0,,I46S19C128J1V1,0,0,0,0,0,0,100
0,,I46S19C129J2V3,0,0,0,0,0,0,0
0,,I46S19C132J1V1,0,0,0,0,0,0,100
0,,I46S19C132J2V1,0,0,0,0,0,0,100
0,,I46S19C140J3V3,0,0,0,0,0,0,100
0,,I46S19C144J1V1,0,0,0,0,0,0,0
0,,I46S19C144J2V1,0,0,0,0,0,0,0
0,,I46S19C174J3V1,0,0,0,0,0,0,100
0,,I46S19C194J2V1,0,0,0,0,0,0,0
0,,I46S19C198J3V2,0,0,0,0,0,0,100
0,,I46S19C215J1V1,0,0,0,0,0,0,0
0,,I46S19C215J2V1,0,0,0,0,0,0,100
0,,I46S19C215J3V3,0,0,0,0,0,0,100
0,,I46S19C342J2V1,0,0,0,0,0,0,100
0,,I46S19C368J3V1,0,0,0,0,0,0,100
0,,I46S19C369J3V3,0,0,0,0,0,0,100
0,,I46S19C47J2V1,0,0,0,0,0,0,100
0,,I46S19C512J1V1,0,0,0,0,0,0,0
0,,I46S19C512J2V1,0,0,0,0,0,0,0
0,,I46S19C524J2V1,0,0,0,0,0,0,0
0,,I46S19C532J3V2,0,0,0,0,0,0,100
0,,I46S19C533J3V2,0,0,0,0,0,0,100
0,,I46S19C534J3V3,0,0,0,0,0,0,100
0,,I46S19C551J3V3,0,0,0,0,0,0,100
0,,I46S19C566J3V1,0,0,0,0,0,0,0
0,,I46S19C56J1V1,0,0,0,0,0,0,100
0,,I46S19C56J2V1,0,0,0,0,0,0,0
0,,I46S19C59J2V2,0,0,0,0,0,0,0
