demre_code,weighted_threshold,unique_code,nem_weight,ranking_weight,math_weight,lang_weight,hist_weight,scie_weight,other_weight,tipoies,region,nombreies,nombrecarrera
0,0.0,I93S3C64J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN EDUCACION DE PARVULOS
0,0.0,I93S3C65J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S3C65J1V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S3C65J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S3C65J2V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S3C76J2V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN LOGISTICA
0,0.0,I93S3C81J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S3C81J1V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S3C81J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S3C81J2V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S4C111J2V2,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN CONSTRUCCION CIVIL
0,0.0,I93S4C114J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN INGENIERIA DE EJECUCION INDUSTRIAL
0,0.0,I93S4C148J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN AUTOMATIZACION INDUSTRIAL
0,0.0,I93S4C148J1V2,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN AUTOMATIZACION INDUSTRIAL
0,0.0,I93S4C148J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN AUTOMATIZACION INDUSTRIAL
0,0.0,I93S4C148J2V2,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN AUTOMATIZACION INDUSTRIAL
0,0.0,I93S4C178J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ACTIVIDAD FISICA Y SALUD
0,0.0,I93S4C212J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS
0,0.0,I93S4C216J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ADMINISTRACION
0,0.0,I93S4C216J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ADMINISTRACION
0,0.0,I93S4C217J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN TOPOGRAFIA
0,0.0,I93S4C231J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN CONTROL DE GESTION
0,0.0,I93S4C233J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN ESTUDIOS BIBLICOS
0,0.0,I93S4C234J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN ESTUDIOS TEOLOGICOS
0,0.0,I93S4C234J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN ESTUDIOS TEOLOGICOS
0,0.0,I93S4C235J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN EVALUACION Y GESTION DE PROYECTOS
0,0.0,I93S4C238J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION DE PERSONAS
0,0.0,I93S4C239J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION EDUCACIONAL
0,0.0,I93S4C240J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION LOGISTICA
0,0.0,I93S4C241J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION PRESUPUESTARIA Y FINANCIERA
0,0.0,I93S4C242J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION PUBLICA
0,0.0,I93S4C243J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION DE COMERCIO EXTERIOR
0,0.0,I93S4C244J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN LEGISLACION TRIBUTARIA
0,0.0,I93S4C246J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN NORMAS INTERNACIONALES DE INFORMACION FINANCIERA- IFRS
0,0.0,I93S4C269J5V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,POSTITULO EN ANESTESIOLOGIA Y REANIMACION
0,0.0,I93S4C324J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,POSTITULO DE MENCION EN RELIGION
0,0.0,I93S4C340J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION DE RIESGO E INTERVENCION EN CRISIS
0,0.0,I93S4C340J4V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION DE RIESGO E INTERVENCION EN CRISIS
0,0.0,I93S4C53J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS
0,0.0,I93S4C59J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ENFERMERIA
0,0.0,I93S4C59J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ENFERMERIA
0,0.0,I93S4C60J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA DE EJECUCION INDUSTRIAL MENCION MANTENIMIENTO Y LOGISTICA
0,0.0,I93S4C60J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA DE EJECUCION INDUSTRIAL MENCION MANTENIMIENTO Y LOGISTICA
0,0.0,I93S4C63J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS Y COMERCIO INTERNACIONAL
0,0.0,I93S4C64J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN EDUCACION DE PARVULOS
0,0.0,I93S4C65J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S4C65J1V2,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S4C65J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S4C65J2V2,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S4C70J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS Y COMERCIO INTERNACIONAL
0,0.0,I93S4C76J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN LOGISTICA
0,0.0,I93S4C81J1V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S4C81J1V2,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S4C81J2V1,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S4C81J2V2,0,0,0,0,0,0,0,Universidades,REGION DE ÑUBLE,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S5C111J2V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN CONSTRUCCION CIVIL
0,0.0,I93S5C114J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN INGENIERIA DE EJECUCION INDUSTRIAL
0,0.0,I93S5C148J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN AUTOMATIZACION INDUSTRIAL
0,0.0,I93S5C148J1V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN AUTOMATIZACION INDUSTRIAL
0,0.0,I93S5C148J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN AUTOMATIZACION INDUSTRIAL
0,0.0,I93S5C148J2V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN AUTOMATIZACION INDUSTRIAL
0,0.0,I93S5C173J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS Y MEDIO AMBIENTE
0,0.0,I93S5C178J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ACTIVIDAD FISICA Y SALUD
0,0.0,I93S5C205J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,MAGISTER EN EDUCACION SUPERIOR MENCION PEDAGOGIA UNIVERSITARIA (LOS ANGELES)
0,0.0,I93S5C212J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS
0,0.0,I93S5C216J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ADMINISTRACION
0,0.0,I93S5C216J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ADMINISTRACION
0,0.0,I93S5C217J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN TOPOGRAFIA
0,0.0,I93S5C217J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN TOPOGRAFIA
0,0.0,I93S5C231J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN CONTROL DE GESTION
0,0.0,I93S5C233J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN ESTUDIOS BIBLICOS
0,0.0,I93S5C234J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN ESTUDIOS TEOLOGICOS
0,0.0,I93S5C234J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN ESTUDIOS TEOLOGICOS
0,0.0,I93S5C235J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN EVALUACION Y GESTION DE PROYECTOS
0,0.0,I93S5C238J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION DE PERSONAS
0,0.0,I93S5C239J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION EDUCACIONAL
0,0.0,I93S5C240J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION LOGISTICA
0,0.0,I93S5C241J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION PRESUPUESTARIA Y FINANCIERA
0,0.0,I93S5C242J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION PUBLICA
0,0.0,I93S5C243J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN GESTION DE COMERCIO EXTERIOR
0,0.0,I93S5C244J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN LEGISLACION TRIBUTARIA
0,0.0,I93S5C246J5V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,DIPLOMADO EN NORMAS INTERNACIONALES DE INFORMACION FINANCIERA- IFRS
0,0.0,I93S5C324J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,POSTITULO DE MENCION EN RELIGION
0,0.0,I93S5C53J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS
0,0.0,I93S5C60J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA DE EJECUCION INDUSTRIAL MENCION MANTENIMIENTO Y LOGISTICA
0,0.0,I93S5C60J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA DE EJECUCION INDUSTRIAL MENCION MANTENIMIENTO Y LOGISTICA
0,0.0,I93S5C62J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO AGROPECUARIO
0,0.0,I93S5C64J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN EDUCACION DE PARVULOS
0,0.0,I93S5C65J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S5C65J1V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S5C65J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S5C65J2V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN CONSTRUCCION
0,0.0,I93S5C70J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,INGENIERIA DE EJECUCION EN ADMINISTRACION DE EMPRESAS MENCION FINANZAS Y COMERCIO INTERNACIONAL
0,0.0,I93S5C71J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ALIMENTOS
0,0.0,I93S5C76J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN LOGISTICA
0,0.0,I93S5C76J1V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN LOGISTICA
0,0.0,I93S5C76J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN LOGISTICA
0,0.0,I93S5C76J2V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN LOGISTICA
0,0.0,I93S5C81J1V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S5C81J1V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S5C81J2V1,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I93S5C81J2V2,0,0,0,0,0,0,0,Universidades,REGION DEL BIOBIO,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN PREVENCION DE RIESGOS
0,0.0,I94S1C10J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,INGENIERIA EN ACUICULTURA
0,0.0,I94S1C110J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,MAGISTER EN DERECHO
0,0.0,I94S1C110J3V2,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,MAGISTER EN DERECHO
0,0.0,I94S1C133J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,INGENIERIA CIVIL QUIMICA
0,0.0,I94S1C133J1V2,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,INGENIERIA CIVIL QUIMICA
0,0.0,I94S1C145J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,DIPLOMADO ADMINISTRACION DE SISTEMAS UNIX E INTERCONECTIVIDAD DE REDES
0,0.0,I94S1C150J2V2,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,DIPLOMADO EN FORMULACION Y EVALUACION DE PROYECTOS
0,0.0,I94S1C150J4V2,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,DIPLOMADO EN FORMULACION Y EVALUACION DE PROYECTOS
0,0.0,I94S1C16J1V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,PEDAGOGIA MEDIA EN CIENCIAS NATURALES Y BIOLOGIA
0,0.0,I94S1C173J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,MAGISTER EN TRABAJO SOCIAL
0,0.0,I94S1C173J3V2,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,MAGISTER EN TRABAJO SOCIAL
0,0.0,I94S1C176J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,"PLAN ACADEMICO DE TITULACION ESPECIAL DE AGRONOMIA, PARA TECNICOS AGRICOLAS"
0,0.0,I94S1C176J3V2,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,"PLAN ACADEMICO DE TITULACION ESPECIAL DE AGRONOMIA, PARA TECNICOS AGRICOLAS"
0,0.0,I94S1C181J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,POSTITULO EN MEDIACION Y DERECHO DE FAMILIA
0,0.0,I94S1C184J2V2,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,PROGRAMA ESPECIAL DE TITULACION DE INGENIERIA EN ACUICULTURA
0,0.0,I94S1C184J3V3,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,PROGRAMA ESPECIAL DE TITULACION DE INGENIERIA EN ACUICULTURA
0,0.0,I94S1C202J2V1,0,0,0,0,0,0,0,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD CATOLICA DE TEMUCO,DIPLOMADO EN TECNOLOGIAS DE RIEGO MENCION DISEÑO DE SISTEMAS DE RIEGO POR GOTEO
